,playlist_title,url,count,video_title,views,publish_date,video_length,author,keywords,video_id,video_captions
40,C Programming,https://www.youtube.com/playlist?list=PLxCzCOWd7aiGmiGl_DOuRMJYG8tOVuapB,44,fclose() in file handling | C Programming,1396,09-06-2022 00:00,458,Gate Smashers,"['free programming video tutorials', 'fopne() in c', 'fopen function in c', 'c fopen function tutorial', 'fcolose () in c', 'fclose function in c', 'c fclose()', 'c fclose function', 'fopen and fclose function in c', 'c fclose function vidoe tutorial', 'c fopen() tutorial hindi', 'c fclose() tutorial hindi', 'What is the fclose () in C?', 'What is the difference between fopen () and fclose ()?', 'What is file handling in C?', 'fopen and fclose function in C in Hindi', 'fclose () fopen () functions with example']",ff1stAEVUN8,{}
41,C Programming,https://www.youtube.com/playlist?list=PLxCzCOWd7aiGmiGl_DOuRMJYG8tOVuapB,44,Break & Continue in C Programming with example,1290,14-06-2022 00:00,326,Gate Smashers,"['break in c', 'continue in c', 'break and continue in c', 'c tutorial break statement', 'c tutorial continue statement', 'c programming break statement', 'c continue statement', 'c continue', 'continue c programming', 'c break and continue', 'loop break in c', 'loop continue in c', 'c tutorial for beginners', 'c in hindi', 'What is break and continue statement in C with example?', 'How does break and continue differ explain with example?', 'What is break and continue in C language explain with one program']",RnYxuR6E3vA,{}
42,C Programming,https://www.youtube.com/playlist?list=PLxCzCOWd7aiGmiGl_DOuRMJYG8tOVuapB,44,Introduction to Functions in C Programming with examples,955,18-06-2022 00:00,397,Gate Smashers,"['functions in c', 'c functions', 'c in hindi', 'c lectures hindi', 'c programming hindi', 'learn c in hindi', 'c hindi mei', 'c programming hindi mei', 'c language in hindi', 'c language', 'c programming', 'c seekho hindi mei', 'c tutorials hindi', 'c programming language in hindi', 'c language tutorials hindi', 'functions c tutorial', 'c functions tutorial', 'c tutorial functions', 'c functions explained', 'functions tutorial in c', 'c programming learn functions', 'What is function in C with example?']",vDI_fyKYjHc,{}
43,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,"Software Engineering Syllabus Discussion | Imp. for Competitive, College/University & Placements",339579,07-05-2020 00:00,861,Gate Smashers,"['software engineering course', 'software engineering in hindi', 'software engineering lectures', 'software engineering kaise bane', 'software engineering work', 'software engineering and project management', 'software engineering after 12th', 'software engineering definition', 'software engineering approach pdf', 'software engineering approach ppt', 'software eng nta net', 'nielit softare and information', 'dsssb', 'Skill', 'Microsoft', 'Array', 'String', 'Tree', 'Graph', 'Data Structures', 'OS', 'DBMS', 'Algorithm', 'Divide and Conquer']",uJpQlyT_CK4,{}
44,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,What is Software Engineering and its Evolution in Hindi with examples,258397,08-05-2020 00:00,634,Gate Smashers,"['software engineering', 'software crisis', 'what is software engineering', 'definition of software engineering', 'software engineering in hindi language', 'software engineering in hindi bca', 'introduction to software engineering tutorial', 'introduction to software engineering lectures', 'models in software engineering', 'what is software engineering in hindi', 'software development models', 'software engineering in hindi', 'introduction to software engineering', 'software engineering tutorial']",kcvEiMFOcoE,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
45,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,SDLC Life Cycle for Beginners | Software Development Life Cycle with Real life example,580291,04-12-2020 00:00,722,Gate Smashers,"['sdlc model', 'sdlc in software engineering', 'sdlc life cycle', 'sdlc tutorial', 'sdlc models in software engineering', 'sdlc and its models', 'sdlc basics', 'sdlc full form in software engineering', 'sdlc ugc net', 'sdlc in software', 'SDLC', 'Testing', 'QA', 'Software', 'Development', 'Software development lifecycle', 'sdlc', 'develolpment life cycle', 'life cycle', 'manual testing', 'spiral model', 'agile model', 'agile methodology', 'testing tutorial', 'deployment phase', 'maintenance phase', 'software testing material']",kSU2MPeptpM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
46,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Classic Waterfall model in Software Engineering,340767,06-12-2020 00:00,483,Gate Smashers,"['classical waterfall model and iterative waterfall model', 'classical waterfall model advantages and disadvantages', 'classical waterfall model examples', 'phases of classical waterfall model', 'waterfall model in software engineering', 'waterfall model', 'types of sdlc model', 'types of sdlc model in software engineering', 'waterfall model is also known as', 'advantages and disadvantages of waterfall model', 'classical waterfall model', 'software engineering', 'introduction to waterfall model']",noE3pnRzQGI,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
47,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Iterative Waterfall Model with example in Hindi,172985,08-12-2020 00:00,277,Gate Smashers,"['iterative waterfall model diagram', 'iterative waterfall model in software engineering', 'iterative waterfall model advantages and disadvantages', 'classical waterfall model vs iterative waterfall model', 'difference between iterative waterfall model and prototype model', 'software engineering', 'iterative model', 'waterfall model', 'software engineering in hindi tutorial', 'waterfall model application', 'how to choose waterfall model', 'waterfall model disadvantage']",vl-IWe0DkwU,{}
48,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Prototyping Model in Software Engineering,239704,15-12-2020 00:00,292,Gate Smashers,"['prototype model', 'prototyping model', 'software engineering', 'prototype model in sdlc', 'what is prototype model', 'prototype model in software engineering', 'software engineering lectures', 'software engineering tutorials', 'software engineering classes', 'software engineering subject', 'gate software engineering', 'softwaretestingbymkt', 'software development life cycle', 'sdlc', 'what is sdlc', 'what is prototype model in sdlc', 'software testing', 'prototype model advantages and disadvantages']",nNzH2rlEH6A,{}
49,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Incremental Model in Software Engineering | SDLC,203366,17-12-2020 00:00,354,Gate Smashers,"['incremental model in software engineering', 'incremental model in software engineering in tamil', 'incremental model in software engineering in english', 'incremental model in sdlc', 'howto', 'software engineering', 'iterative model', 'waterfall model', 'communication', 'development', 'phases of waterfall model', 'engineering', '5-minutes', 'software modeling and designing', 'data analytics', 'Mobile communication', 'Mobile computing', 'high performance computing', 'Operating system', 'web technology', 'internet of things']",yd6uxnBIIQg,{}
50,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Spiral Model in Software Engineering | SDLC,274731,20-12-2020 00:00,409,Gate Smashers,"['spiral model in software engineering', 'spiral model in software engineering in hindi', 'spiral model in hindi', 'spiral model in software testing', 'spiral model ppt', 'spiral model pdf', 'spiral model diagram', 'spiral model phases', 'spiral model sdlc', 'spiral model in software engineering with diagram', 'spiral model', 'what is spiral model?', 'what is spiral model in hindi', 'introduction to spiral model', 'sdlc model', 'what is spiral model with example?', 'sdlc spiral model', 'spiral model example']",y2CnstDLhXM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
51,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Comparison of Various SDLC Models | Waterfall to Agile | All Imp Points,161356,04-01-2021 00:00,566,Gate Smashers,"['all sdlc models', 'all sdlc models pdf', 'all sdlc methodologies', 'comparison of all sdlc models', 'sdlc all models', 'sdlc comparision', 'agile vs waterfall', 'Waterfall vs agile', 'agile vs waterfall methodology', 'waterfall vs agile approach', 'pros and cons of waterfall model', 'models for software development', 'Comparison of Waterfall and Agile', 'when to use agile methodology', 'agile vs waterfall software development', 'agile methodology', 'What is waterfall model', 'what is agile methodology']",ASrMUd0p9fE,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
52,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Basic COCOMO & Intermediate COCOMO with Numerical,198041,02-09-2020 00:00,1224,Gate Smashers,"['cocomo', 'basic cocomo', 'intermediate cocomo', 'project estimation', 'cost estimation', 'cocomo in software engg', 'nta net 2022', 'numerical on cocomo', 'question on cocomo', 'full cocomo', 'why cocomo', 'cocomo cost estimation', 'loc estimation', 'function point', 'lastmomenttuition', 'howto', 'cocomo model', 'cocomo model example', 'cocomo 2 model tutorial', 'cocomo ii model tutorial', 'Constructive Cost Model', 'software cost estimation', 'software engineering in hindi', 'software engineering tutorials']",lr0vA_p6T7Q,{}
53,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,CPM (Critical Path Method) in Software Engineering | PERT/CPM Numerical,164664,23-10-2019 00:00,879,Gate Smashers,"['CPM', 'Critical Path Method', 'Critical path network', 'cpm network', 'critical path', 'How to construct CPM network', 'project management', 'projects completion time', 'kauserwise tutorial', 'operation research', 'latest completion time', 'cpm and pert', 'pert and cpm', 'critical path method in operation Research', 'critical path method', 'critical path method in project management', 'network diagram in cpm', 'cpm in operation Research', 'cpm in hindi', 'network scheduling by cpm', 'network analysis by cpm']",Us5YtgvfomQ,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
54,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Verification vs Validation in Software Engineering,172808,30-12-2020 00:00,394,Gate Smashers,"['verification vs validation in software engineering', 'verification and validation in software engineering', 'verification and validation in software engineering ppt', 'verification and validation in software engineering mcq', 'verification and validation in software engineering pdf', 'verification and validation in software engineering tutorial point', 'verification and validation in software engineering with example', 'difference between verification and validation in software engineering']",fxXZf4zDjGQ,{}
55,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Types of Testing in Software Engineering | Levels of Testing,320359,31-12-2020 00:00,506,Gate Smashers,"['testing types in software engineering in hindi', 'testing types in manual testing', 'testing types in software testing', 'testing types in software engineering', 'testing types javatpoint', 'software testing types in hindi', 'testing types guru99', 'testing types in devops', 'testing types and levels', 'testing types in sdlc', 'testing types and artifacts', 'testing types pdf', 'testing types ppt', 'testing in software', 'software testing', 'unit testing', 'integration testing', 'testing in hindi', 'se ugc net']",T0TynxN77oY,{}
56,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Error Seeding in Software Testing | With Numerical Explanation,38910,26-12-2020 00:00,379,Gate Smashers,"['seeding error', 'error seeding']",lyEAdt8BPM8,{}
57,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,2 Imp. MCQs on Software Engineering | Must Watch|,56997,20-11-2019 00:00,559,Gate Smashers,"['nta net 2019', 'nta net cse answer key', 'nta net 2019 cse', 'nta net dec 2019 paper 1', 'nta net dec 2019 syllabus', 'nta net dec 2019', 'nta net preparation', 'ugc net exam', 'ugc net dec 2019', 'previous year gate qus', 'software engg questions', 'nta net software engg questions', 'software testing questions', 'cocomo question', 'cocomo', 'cocomo model', 'spiral model', 'waterfall model']",xfjkq0WpRcQ,{}
58,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Question on Cyclomatic Complexity | Software Engg.,86323,20-11-2019 00:00,664,Gate Smashers,"['nta net 2019', 'nta net cse answer key', 'nta net 2019 cse', 'nta net dec 2019 paper 1', 'nta net dec 2019 syllabus', 'nta net dec 2019', 'nta net preparation', 'ugc net exam', 'ugc net dec 2019', 'previous year gate qus', 'software engg questions', 'nta net software engg questions', 'software testing questions', 'cocomo', 'cyclomatic', 'testing', 'cost estimation', 'answer key nta net dec19']",cEGh6YK_XCs,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
59,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Cohesion and Coupling in Software Engineering,114320,16-05-2021 00:00,766,Gate Smashers,"['What is cohesion and coupling in software engineering?', 'What is meant by cohesion and coupling?', 'What are the types of cohesion?', 'What is cohesion and coupling with example?', 'What is high coupling?', 'What cohesion means?', 'What is tight and loose coupling?', 'Is high coupling or cohesion better?', 'Software Engineering | Coupling and Cohesion', 'software engg.']",NweTzHYBgYU,{}
60,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Agile in Software Engineering,239471,09-06-2021 00:00,481,Gate Smashers,"['agile model in software engineering', 'agile', 'agile in software engineering', 'agile software development', 'agile methodology', 'agile methodology in hindi', 'agile vs waterfall methodology', 'software development methodologies', 'agile vs waterfall software development', 'agile vs waterfall methodology in hindi', 'What is Agile Software Development?', 'SDLC - Agile Model', 'What is agile methodology?', 'agile vs iterative model', 'difference between agile and iterative waterfall', 'agile model']",Xs6E-MAJbfE,{}
61,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Unit Testing with examples in Software Engineering,26631,22-04-2022 00:00,230,Gate Smashers,"['unit testing', '#unit testing', '#testing in software', '#integration testing', 'integration testing', 'system testing', 'unit testing with example', 'unit testing in hindi', 'unit testing of software', 'what is unit testing', 'unit testing ppt', 'unit testing pdf', 'unit testing wiki', 'types of testing wiki', 'types of testing in software engineering', 'What is Unit Testing? Definition', 'What is unit testing with example?', 'What is unit testing and its types?', 'Unit Testing Tutorial', 'Unit Testing - jav']",9gu4BsqjQrA,{}
62,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Integration Testing with examples | Software Engineering,26409,27-04-2022 00:00,336,Gate Smashers,"['integration testing in software engineering', 'lastmomenttuitions', 'lastmomenttuition', 'howto', 'inhindi', 'integration testing', 'software engineering lectures', 'test drive', 'test stubs', 'software engineering tutorials', 'software engineering in hindi', 'computer engineering', 'sem 6', 'mu', 'mumbai university', 'lmt', 'last m', 'software engineering', 'software testing']",p8vrpGMR3g4,{}
63,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Software Requirements Specification (SRS) | Software Engineering,36808,30-04-2022 00:00,575,Gate Smashers,"['srs in software engineering in hindi', 'srs', 'Software Requirement Specification', 'srs software engineering', 'srs software engineering pdf', 'srs definition software engineering', 'srs in software engineering format', 'SoftwareEngineering', 'srs document software engineering', 'srs document in software engineering pdf', 'srs document in software engineering ppt', 'explain srs in software engineering', 'srs document', 'SRS in hindi', 'ppt on srs software engineering']",83-S5Qu6VP8,{}
64,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,White Box vs Black Box Testing | Software Engineering,42095,06-05-2022 00:00,345,Gate Smashers,"['white box', 'white box testing in software engineering', 'white box testing', 'black box', 'black box testing', 'black box testing in software engineering', 'black box and white box testing', 'white box vs black box testing', 'testing', 'unit testing', 'system testing', 'testing in software engineering', 'difference between white box testing and blackbox testing']",89VOHd8F8Ao,{}
65,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Statement Coverage Technique | Software Engineering,9468,11-05-2022 00:00,443,Gate Smashers,"['software development process', 'SDP', 'computer science', 'coverage based testing', 'Statement coverage', 'Branch Coverge', 'Condition Coverage', 'Multiple Condition Coverage', 'Basis Path Testing', 'Flow graph notation', 'black box testing', 'Software Engineering', 'ignou mca', 'mcs034', 'bes051', 'exam aasaan hai', 'Statement Coverage', 'Branch Coverage', 'Path Coverage', 'Decision Coverage', 'White Box Testing', 'UGC NET PYQs']",BKsGb4sAsxo,{}
66,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Boundary Value Testing | Black 📦 Testing | Software Engineering with Real Life examples,11452,13-05-2022 00:00,373,Gate Smashers,"['Boundary value', 'Black box testing', 'boundary value testing', 'software teting', 'software testing (industry)', 'software (industry)', 'softwaretestingmaterial', 'software testing material', 'software testing tutorial', 'Boundary Value Analysis', 'BVA', 'Test Case Design Techniques', 'Test Design Techniques', 'Test Case Design Technique', 'boundary value analysis in testing with example', 'boundary value analysis in software testing', 'boundary value analysis example', 'boundary value analysis technique']",l239yuyq9xQ,{}
67,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,Condition Coverage in White Box Testing | Software Engineering,8475,16-05-2022 00:00,419,Gate Smashers,"['Software engineering', 'Software engineering best tutorial', 'software engineering syllabus', 'software engineering jobs', 'testing', 'software testing', 'software engineering testing', 'white box testing', 'black box testing', 'condition coverage testing', 'predicate testing', 'software development process', 'SDP', 'computer science', 'Statement Coverage', 'Branch Coverage', 'Path Coverage', 'Decision Coverage', 'White Box Testing', 'UGC NET PYQs', 'Coverage Based Testing', 'Statement coverage', 'Condition Coverage']",WTOH1PfxA5M,{}
68,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,White box Testing with example | Software Engineering,13531,21-05-2022 00:00,269,Gate Smashers,[],IOrAlTY639U,{}
69,Software Engineering,https://www.youtube.com/playlist?list=PLxCzCOWd7aiEed7SKZBnC6ypFDWYLRvB2,27,"Perfective, Preventive, Adaptive, Corrective Maintenance in Software Engineering",8323,26-05-2022 00:00,551,Gate Smashers,"['maintenance in software engineering', 'maintenance in software engineering in hindi', 'Perfective', 'Preventive', 'Adaptive', 'software maintenance in software engineering', 'Software Maintenance Overview', 'maintenance engineering', 'software maintenance', 'why is software maintenance important?', 'types of software maintenance in software engineering', 'perfective maintenance', 'corrective maintenance', 'importance of software maintenance', 'need for software maintenance', 'adaptive maintenance']",nulFv99VBGs,{}
70,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-49: Introduction to Structured Query Language | points regarding its Features and Syllabus,681847,14-03-2019 00:00,729,Gate Smashers,"['introduction to sql', 'best introduction to sql', 'what is sql', 'why sql', 'sql in dbms', 'joins in sql', 'keys', 'dbms', 'syllabus of sql', 'yt:cc=on', 'SQL beginners tutorials', 'SQL example', 'SQL query basics tutorials', 'basic SQL', 'structured query language', 'mysql tutorial', 'sql training', 'sql queries', 'sql videos', 'sql examples for practice', 'sql introduction for beginners', 'sql introduction in dbms', 'sql introduction youtube', 'sql intro tutorial', 'sql introduction tutorial', 'intro to sql databases']",323H_mOOWQ4,"{'en': <Caption lang=""English"" code=""en"">}"
71,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-50: All Types of SQL Commands with Example | DDL, DML, DCL, TCL and CONSTRAINTS | DBMS",963282,05-03-2019 00:00,632,Gate Smashers,"['SQL commands', 'DBMS SQL', 'Various commands in sql', 'last minute preparation sql', 'last minute preparation dbms', 'sql tutorial for beginners', 'sql tutorial', 'sql', 'learn sql', 'sql for beginners', 'basics of sql', 'SQL beginners tutorials', 'SQL basics queries', 'SQL basics queries with examples', 'SQL example', 'SQL query basics tutorials', 'structured query language', 'mysql tutorial', 'sql examples for practice', 'Microsoft SQL Server', 'DDL', 'DML', 'DCL', 'TCL', 'Oracle', 'PostgreSQL', 'My SQL', 'Database Basics']",vUj-kUEC_oA,"{'en': <Caption lang=""English"" code=""en"">, 'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
72,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-51: ALTER Command (DDL) in SQL with Implementation on ORACLE,458346,17-03-2019 00:00,788,Gate Smashers,"['alter command', 'sql', 'oracle commands on sql', 'alter command with implementation', 'sql with execution', 'oracle sql', 'learn sql', 'sql tutorials', 'gate sql', 'gate dbms', 'ddl commands with implementation', 'alter vs update', 'alter in ddl command', 'ugc net sql', 'dsssb cs', 'sql imp', 'alter in sql server', 'RDBMS', 'MySql', 'learning', 'Create', 'database', 'alter', 'drop', 'change', 'modify', 'add', 'rename', 'hindi', 'DDL', 'SQL Server', 'SQL', 'Microsoft SQL Server', 'DML', 'DCL', 'TCL', 'Oracle', 'PostgreSQL', 'My SQL', 'Database Basics']",NA3b8JRUmww,{}
73,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-55: SQL Queries and Subqueries (part-1) | Database Management System,939141,09-09-2018 00:00,538,Gate Smashers,"['SQL Queries and Subqueries', 'nested queries in mysql', 'nested queries in sql examples', 'sql nested queries examples', 'nested queries and joins', 'Subquery', 'queries', 'subqueries', 'sub query', 'subquery', 'sql subquery tutorial', 'sql subquery practice', 'sql subquery and join', 'sql subquery group by', 'sql subquery in select', 'sql subquery join example', 'sql', 'sql tutorial', 'sql course', 'Structured Query Language', 'learn sql', 'free sql course', 'web development', 'mysql', 'mysql tutorial', 'mysql course', 'rdbms']",_yog7h4BokQ,{}
74,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-56: SQL Queries and Subqueries (part-2) | 2nd Highest Salary | Nested Queries | DBMS,466348,12-09-2018 00:00,747,Gate Smashers,"['SQL Queries', 'SQL Subqueries', 'nested queries in dbms', 'nested queries in sql', 'nested queries and correlated nested queries in dbms', 'nested queries in sql examples', 'nested queries in sql server', 'sql nested queries examples', 'Subquery', 'queries', 'subqueries', 'sub query', 'subquery', 'sql server 2008', 'sql subquery tutorial', 'sql subquery practice', 'sql subqueries', 'sql subquery join example', 'SQL Server', 'SQL', 'Microsoft SQL Server', 'DDL', 'DML', 'DCL', 'TCL', 'Oracle', 'PostgreSQL', 'My SQL', 'Database Basics']",9lLpe_detTY,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
75,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-57: SQL Queries and Subqueries (part-3) | Group By clause  | Database Management System,555845,15-09-2018 00:00,552,Gate Smashers,"['Group By clause', 'SQL Subqueries', 'group by and having clause in oracle', 'group by clause in oracle', 'group by in dbms', 'group by in python', 'group by clause', 'group by and having', 'group by and where', 'Subquery', 'subqueries', 'sub query', 'sql subquery practice', 'sql subqueries', 'sql subquery and join', 'sql subquery group by', 'sql subquery in select', 'sql subquery with join', 'sql server', 'sql', 'sql server 2008', 'sql subquery returned more than 1 value error', 'sql subquery with group by']",apNmMWgFFRg,{}
76,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-58: SQL Queries and Subqueries (part-4) | Having clause | Database Management System,386847,17-09-2018 00:00,662,Gate Smashers,"['Having clause', 'Having clause in sql', 'SQL Queries', 'Group By clause', 'group by clause in oracle', 'group by in dbms', 'group by in sql', 'group by clause', 'group by and having', 'group by order by', 'Subquery', 'queries', 'subqueries', 'sub query', 'sql subqueries', 'sql subquery and join', 'sql subquery join example', 'sql subquery with group by', 'correlated', 'example', 'performance', 'joins', 'better', 'difference between join and subquery in sql', 'sql join subquery', 'sql query join vs subquery']",iPEmGpI3OGU,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
77,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-63: SQL Aggregate Functions - SUM, AVG(n), COUNT, MIN, MAX Functions | DBMS",375026,06-09-2018 00:00,680,Gate Smashers,"['SQL Aggregate Functions SUM', 'SQL Aggregate Function COUNT', 'SQL Aggregate Function MIN MAX', 'SQL Subqueries', 'aggregate functions sql', 'aggregate functions in dbms', 'aggregate functions mysql', 'aggregate functions in oracle', 'aggregate functions in sql server', 'aggregate functions and grouping', 'aggregate functions in mysql', 'aggregate functions dbms', 'SQL', 'Server', 'questions', 'group', 'by', 'aggregate', 'function', 'having', 'clause', 'Learn Sql Server', 'Step By Step Sql Server', 'sql', 'sql tutorial', 'sql hindi']",Yr4pHPZCshA,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
78,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-61: SQL Queries and Subqueries (part-7)| use of  IN and Not IN  in Subquery | DBMS,221038,21-09-2018 00:00,579,Gate Smashers,"['Not IN in sql', 'IN and Not IN in sql', 'SQL IN and NOT IN', 'in and not in sql server', 'in and not in sql query', 'using in and not in sql', 'in not in sql oracle', 'in and not in operator in sql', 'in and not in command in sql', 'not in any sql', 'nested query and subquery', 'sql subquery with aggregate function', 'sql tutorial for beginners', 'nested queries in mysql', 'sql simplilearn', 'subquery in sql', 'sql queries and subqueries', 'sql queries', 'nested queries in dbms', 'nested queries in sql']",JNCHZlRqZUU,{}
79,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-60: SQL Queries and Subqueries (part-6)| use of IN and Not IN | Database Management System,234678,20-09-2018 00:00,554,Gate Smashers,"['IN and Not IN in sql', 'SQL NOT IN', 'in and not in sql server', 'in and not in sql query', 'in and not in sql performance', 'in not in sql oracle', 'in and not in command in sql', 'nested query in dbms', 'subqueries', 'sql subquery in select', 'sql subquery join example', 'sql subquery vs join', 'sql subquery with multiple tables', 'sql subquery with group by', 'subquery', 'sql', 'sql subquery tutorial', 'sql subquery practice', 'sql subqueries', 'sql subquery group by', 'sql subquery returned more than 1 value error']",jEqi2tpI4eE,{}
80,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-64: Correlated Subquery in SQL with Example | Imp for Placements, GATE, NET & SQL certification",196444,11-10-2019 00:00,703,Gate Smashers,"['correlated subquery in sql', 'correlated subquery in mysql', 'correlated subquery in oracle sql', 'correlated subquery in oracle example', 'correlated subquery in dbms', 'correlated subquery vs join', 'correlated', 'subquery and correlated query', 'correlated subquery how it works', 'correlated subquery tutorial', 'correlated subquery vs non correlated subquery', 'correlated subquery vs subquery', 'subquery', 'sql server', 'example', 'difference between subquery and correlated subquery']",0d419Vo2Po4,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
81,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-65: Difference between Joins, Nested Subquery and Correlated Subquery | Most Imp Concept of SQL",223591,15-10-2019 00:00,957,Gate Smashers,"['sql', 'correlated', 'subquery', 'joinsvssubquery', 'SQL Queries and Subqueries', 'SQL Queries', 'SQL Subqueries', 'ugc net 2022', 'subqueries best explaned', 'subqueries interview', 'nested query', 'nested query gate', 'nested query ugc net', 'joins', 'joins in dbms', 'types of joins in dbms', 'dbms joins in gate', 'need of joins', 'joins example', 'join vs subqueries', 'nested queries', 'join vs nested queries', 'join vs corelated queries', 'gate 2022', 'GATE', 'IIT', 'Engineering', 'Correlated Queries', 'SQL', 'Database Management System']",bonJEipf3VU,{}
